mean_pps,mean_bps,total_packets,total_bytes,var_pps,label
0.011929627293831619,0.20245199747320236,200,3426,9.801035927440971e-05,BENIGN
0.08754020545380743,12.73697056936652,569,35867,0.10119768798074513,BENIGN
0.011187959005206092,0.06710844393142934,1722,56207,0.004997996332001306,BENIGN
0.06549104356077634,6.190281491076172,383,29277,0.09818491277537776,BENIGN
0.0002157714876571285,0.005586587122821779,116,2968,8.268946962627151e-07,BENIGN
4.156898546813586e-05,0.0011143291730309223,112,2908,7.80924271634973e-10,BENIGN
0.0006536138423847093,0.022550965143407084,110,3023,2.065549146727581e-06,BENIGN
0.011726442789660441,2.285219333755184,131,5579,0.006381083176342014,BENIGN
0.006640884508010694,0.14202693429069657,477,15192,9.746508051958335e-05,BENIGN
0.0063878110238591666,0.13304672112216556,928,20843,9.087032567688634e-05,BENIGN
0.07518323644008945,0.2928350808425892,1552,65134,0.10163099061341209,BENIGN
0.000668009372993812,0.011043307338441997,1264,41289,1.0806834650621476e-05,BENIGN
0.012160320776618903,0.25488846976824314,200,3996,9.932154607407937e-05,BENIGN
0.009443316647557607,0.20735867592477958,204,4264,0.00011939182238400846,BENIGN
0.009931046372406343,0.2001167243340521,200,3984,0.00010074464097683875,BENIGN
0.010239980117691188,0.19402477035548873,200,3906,0.00010421742071604247,BENIGN
0.006176596420096568,0.0741028154897453,1715,59065,0.0005063612328311179,BENIGN
0.0016210415898161626,0.010111109878824114,877,27368,3.1572081498518426e-05,BENIGN
0.011368572484434045,0.02860060084375585,1070,63469,0.0049944556987021336,BENIGN
0.3109634701068677,4.830443464208131,144,1868,0.1697960725895208,BENIGN
0.17053185569181828,2.127363298655213,111,769,0.12994810827321873,BENIGN
0.24049631186415923,1.1052378915634202,221,1001,0.1923511967701369,BENIGN
0.22149327050732048,0.7429698104317507,161,1935,0.14946516669527307,BENIGN
0.04430847343794985,12.41494292639868,337,25768,0.07976547226744486,BENIGN
0.027863800082794342,2.948982904894363,1196,59949,0.014418122695038418,BENIGN
0.013199932293434852,0.2494986801915103,200,3646,8.498193069541866e-05,BENIGN
0.013538267454662323,0.23955393910589876,200,3500,8.583786600462531e-05,BENIGN
0.0036536422317944737,0.052741187508303644,1450,48805,4.01706860151195e-05,BENIGN
0.014052448539431914,0.08021316333971129,1379,47916,0.008877450364490782,BENIGN
0.0033666328083812327,0.06034790324510825,558,30592,4.1112702430171675e-05,BENIGN
0.00398898082851232,0.07369604717654815,200,3702,4.664511720237442e-05,BENIGN
0.0006879072252616649,0.010376927373979772,1678,25390,1.110814906771731e-05,BENIGN
0.013984149580605652,0.6638186226621734,651,33261,0.008445331024906393,BENIGN
0.0005104642251060787,0.013368941032979899,104,2632,1.700235718511809e-06,BENIGN
0.0004654611136052986,0.0117443558009352,625,19653,1.4828011282677815e-06,BENIGN
0.013512486710207655,0.25101499074843703,488,39463,0.00011831101255291315,BENIGN
0.0686879656044143,1.1709329684957763,1095,72573,0.0866753195201617,BENIGN
0.07140934749146108,0.2910654191163962,113,698,0.01705719653016124,BENIGN
0.11461649084243543,0.6667550544387167,111,643,0.04273284346836314,BENIGN
0.20469549867105566,26.62554363213374,238,24556,0.14514857427822386,BENIGN
0.034957219317927814,0.8297008501902012,836,213485,0.0172793240763489,BENIGN
0.02340473836615696,0.8382422010816488,205,4290,0.00745992414712699,BENIGN
0.06068395490011912,0.3951944253714475,568,25969,0.032693556510967225,BENIGN
0.023438003534716863,0.14246823790543175,261,10983,0.013612057490169959,BENIGN
0.00019240834699447442,0.004583246692517067,675,11933,6.470733221957625e-07,BENIGN
0.004550114473871294,0.08090417332997575,1302,54726,6.544504016170714e-05,BENIGN
0.010932222852722112,0.2467184861547418,244,5812,0.00012421990850738094,BENIGN
0.008280696252780917,0.14160329096194413,481,30016,0.00014310823502878617,BENIGN
0.2719120080547166,1.384771814949591,681,30421,0.2555639205457468,BENIGN
0.17227755049986823,2.1829405581217705,125,712,0.14427559970675122,BENIGN
0.263906481096526,10.373971093108599,335,3584,0.3196582979921012,BENIGN
0.05130712865186941,21.035492073935885,427,51423,0.03850122837216075,BENIGN
0.04952472176543586,1.1241719960855676,278,10747,0.029715632936996764,BENIGN
5.461085360662669e-05,0.0015126406064947446,112,3107,9.277304729127931e-10,BENIGN
0.00618164111593237,0.09970025516838552,727,47626,0.00010143851759449683,BENIGN
0.06466031893762972,1.2684797004600425,1601,91038,0.09157909314187514,BENIGN
0.0044657827383925534,0.06659912455415974,527,28334,6.55279339342448e-05,BENIGN
0.015835297860991075,0.32698667760993194,200,4038,6.325804950496315e-05,BENIGN
0.011418853689220899,0.22164634533318148,204,3924,0.00010224844845310656,BENIGN
0.009798574333410512,0.2246361054611679,200,4228,9.729075593179356e-05,BENIGN
0.0038355363296773298,0.06936943158023891,1270,26885,5.4233509181810465e-05,BENIGN
1.9825884217780803e-05,0.001010095882750009,791,29201,1.0996748560393566e-09,BENIGN
0.09286144476035252,1.0179498411156935,400,18482,0.09752753803230617,BENIGN
0.396332036049724,5.587556236525238,117,1796,0.32637787014898484,BENIGN
0.04668226423059589,1.0770071027919765,859,26145,0.025635251769470072,BENIGN
0.009276648631291124,0.1996888828150072,1135,21542,0.00010688644780894916,BENIGN
0.00623886431453208,0.24889871511624637,2126,187878,0.0009155882743151547,BENIGN
0.01348865531968154,0.24025959883282802,200,3582,6.718523903886408e-05,BENIGN
0.010915076913022561,0.19006251968712007,200,3480,9.914240980281395e-05,BENIGN
0.052570246751635456,0.3578399266872635,1114,34131,0.08395263626028894,BENIGN
0.12239247275721248,1.9041639995992745,1077,48282,0.1744033642582316,BENIGN
0.005235122154512915,0.033768167054817215,210,6145,0.0009829482043375959,BENIGN
3.773759773543058e-05,0.00106228554104827,114,3078,7.446836841102691e-10,BENIGN
4.4668994372839955e-05,0.0011862519034482773,100,2666,5.928767250801331e-10,BENIGN
7.87065622548004e-06,0.0002581109680748084,3337,98863,3.4952061390698354e-10,BENIGN
0.005237815870120952,0.10311704668665048,1650,64781,7.809843473073344e-05,BENIGN
0.008414183599148422,0.1925920601130227,252,6442,0.00011874776435312677,BENIGN
0.008641935867248396,0.18735149470009238,238,5774,0.0001062404447905488,BENIGN
0.029274687429479633,6.305212636297302,319,27467,0.01974687109197264,BENIGN
5.689823843286374e-06,0.0001033053156408157,2945,66972,8.102118025670644e-10,BENIGN
0.044664337461793525,0.3560916675021463,1301,235243,0.04436018941117912,BENIGN
0.09174289238980035,1.0689017715455673,383,12469,0.09689299553576357,BENIGN
0.10792777737564636,1.116378669003018,105,324,0.09101240696901564,BENIGN
0.26691081664618954,3.201212146753606,110,915,0.1749385108212573,BENIGN
0.021150694745752766,0.31506495413572344,822,27717,0.009071101824197845,BENIGN
0.010059670493171573,0.2040001134886942,236,5426,0.00011122951324720667,BENIGN
0.013086122633004769,0.2597491001231134,252,5184,0.0002075414265839435,BENIGN
0.005114491302868496,0.09077439204434436,494,24646,7.374650784926791e-05,BENIGN
0.0031803185944023443,0.019260597985479896,719,24106,5.800119950501547e-05,BENIGN
0.019113742702290947,0.3868924767227092,589,96394,0.005247327094332422,BENIGN
0.012476712054021864,0.19393309381778703,158,2754,0.00011969472073537367,BENIGN
5.369016379310018e-05,0.001218053421344666,217,10375,1.3770437172806364e-09,BENIGN
0.0002006001278057396,0.004913260268583583,108,2882,6.115271121167732e-07,BENIGN
0.00011861946369241136,0.003121512482269384,104,2792,2.888525607095477e-07,BENIGN
0.00217263572207724,0.007810511738936064,2585,55530,0.0001077342437175882,BENIGN
0.009091745826185256,0.16914656697733746,540,52864,0.0001247845541681485,BENIGN
0.011447840710236983,0.24666593812961754,262,6090,0.00013371234753996645,BENIGN
0.011498398764945622,0.24460398288066132,254,5876,0.00011089255472122063,BENIGN
0.012145851230125968,0.22821226124976288,260,6440,0.00013128340772628968,BENIGN
0.002169426756817123,0.008931211693325685,814,55325,8.064543023808107e-05,BENIGN
0.0005920920316455581,0.004025256253734371,901,112181,8.140199321418862e-06,BENIGN
0.07186431959817462,41.73639639732259,738,49188,0.09088091384640976,BENIGN
0.17277985530367587,2.3562949958391983,114,843,0.06998053001381377,BENIGN
0.20453030432607855,1.844724991895943,105,982,0.14271831116477035,BENIGN
0.16791011896246613,1.3603893447927748,268,1267,0.10161940028507266,BENIGN
0.012820616211915685,0.07215935028228752,1383,168359,0.0013094800498150096,BENIGN
0.01038807982797692,0.20260012998220708,480,10421,7.131224728966567e-05,BENIGN
0.009553900442705765,0.17240917299384267,535,34520,0.00010632587712011868,BENIGN
0.029829436820983986,0.3770749551589861,5090,85303,0.017287328641575797,BENIGN
0.07725760512953056,12.610298226888206,336,27798,0.10539631119805436,BENIGN
0.027778341208816847,0.4972947191628403,504,42913,0.01738697216489882,BENIGN
0.00921818125367993,0.17374082470214167,1365,65487,9.859316901322679e-05,BENIGN
0.012196224971087072,0.26478577197754666,242,5432,0.00012864398689826163,BENIGN
0.027900410968976653,0.4852848810419755,1006,168810,0.013472297879897104,BENIGN
0.14247634361980985,3.425263533864167,358,19183,0.17014654587729533,BENIGN
0.13885163081142213,0.661624339018844,104,414,0.04562729410495465,BENIGN
0.3642658838935249,3.974690932419969,142,2068,0.35158053377036586,BENIGN
0.04736013528994009,2.7475029879055506,459,17939,0.022527958172065404,BENIGN
0.010787169618010888,0.21063584892541254,250,5560,0.00010386477592058408,BENIGN
0.004724712211601192,0.08882972972252107,2210,40917,8.434041025096073e-05,BENIGN
0.035050703660720536,3.006329727506537,718,47616,0.024886732469919397,BENIGN
0.019709329224116008,0.728614090651722,828,22630,0.0062657438923418496,BENIGN
0.010556826373315106,0.18349696997961726,200,3370,0.0001052374860676339,BENIGN
0.033269155141616776,0.2977963855588604,803,29579,0.017135716202466414,BENIGN
0.026363421671021178,0.853036606265963,1670,42028,0.015501202618771845,BENIGN
0.0003085631131136953,0.007930259297086895,114,2980,1.1653382325027868e-06,BENIGN
0.00047561309274943986,0.013468494426211315,116,2954,1.482995623129095e-06,BENIGN
0.00020181055293607745,0.005924051915049192,130,3272,7.628754199547798e-07,BENIGN
0.05858762695575837,0.545630123782804,667,46928,0.09185500377959423,BENIGN
0.0019666607155537814,0.022615197633327675,866,70661,3.723437402391845e-05,BENIGN
0.011727182720616448,0.25855499053797404,250,5762,0.0001287500553795798,BENIGN
0.051557005803257505,1.8462807790420874,264,5970,0.07922023163529282,BENIGN
0.014445093794119337,0.3043238511532579,226,4750,8.774869015312485e-05,BENIGN
0.005822936156742504,0.12031827751922736,513,45386,7.418805880002011e-05,BENIGN
0.000858449136955991,0.00594731304071589,981,69096,1.6966498696311195e-05,BENIGN
0.020648382397271695,0.9085777106945536,504,49163,0.0050891400433047155,BENIGN
0.022475805261988523,0.39206510615878726,306,19046,0.0001201170838908531,BENIGN
0.007528676938365695,0.17723145181244118,3802,78038,0.00014857137284548125,BENIGN
0.0047396687153585275,0.100824476915315,587,19718,6.686784339468856e-05,BENIGN
0.011906808037031704,0.23622389294384166,200,4004,0.00010796160183290727,BENIGN
0.009066844238912077,0.13515528494103424,1370,26947,0.0004029358865814796,BENIGN
0.03869240231203192,0.4338679614118325,3087,68817,0.018066111756290467,BENIGN
0.1464229950757333,1.1358631598057247,114,701,0.11223295414564274,BENIGN
0.3897727926187992,5.546795378360448,290,5048,0.36233369396731635,BENIGN
0.4939681774891019,5.057499379005682,111,1045,0.40367535058710924,BENIGN
0.03964524934425617,0.4997442953665145,691,128504,0.017895677625893985,BENIGN
0.012408209120775669,0.2573124330734275,200,4052,6.303979119717943e-05,BENIGN
0.055625573979926866,0.3443716797813136,645,30238,0.029280129783600756,BENIGN
0.2762448035538394,2.1274060731038493,640,17207,0.39764558452867504,BENIGN
4.235175230587398e-05,0.0011191287767986023,110,2906,7.983173030233279e-10,BENIGN
0.00012349116938219427,0.0036916339855841383,1283,18355,3.9001619850978606e-07,BENIGN
0.007140491295081125,0.01697667941743096,1040,37281,0.0022248055904432913,BENIGN
0.010842744156716735,0.23401157476833842,234,5162,0.00011426973111557542,BENIGN
0.010627964987663283,0.22510665488518222,258,5900,0.00012739378445901788,BENIGN
0.009262384883783076,0.20020678035317727,248,5792,0.00012277991222616686,BENIGN
0.0070911186934124295,0.13604893670179952,277,10634,9.109491137203779e-05,BENIGN
0.00040207542184293667,0.0029179603947957046,701,44350,7.5306656392119075e-06,BENIGN
0.0026735286458489517,0.005784126648227833,534,40219,9.911427549601658e-05,BENIGN
0.03033871351562404,0.8226618920577762,4958,38698,0.01172452027530076,BENIGN
0.2879114284080478,19.720411739521623,273,34484,0.32981938561745633,BENIGN
0.05573250278119558,0.6411660606798444,149,3622,0.019484208630164583,BENIGN
0.17583826122758603,0.7296248127054293,851,34756,0.1932901674183515,BENIGN
0.00010608554146259779,0.001056940171931641,643,22092,9.022486681168444e-08,BENIGN
0.017319640663470776,0.7313209979212516,484,12746,0.008390232420636676,BENIGN
0.006835503921156854,0.12883182360919793,200,3632,9.288825813823866e-05,BENIGN
0.006902296601955021,0.13478161497941057,200,3698,7.512449200148658e-05,BENIGN
0.005667976881162269,0.1070248824027396,200,3854,6.155473121044086e-05,BENIGN
0.01724790306141723,0.1585941666324302,335,11230,0.008832905090622657,BENIGN
1.956083898251491e-05,0.0002475741197244155,1294,26759,1.2911811339952178e-09,BENIGN
0.013353011780387147,0.00038879576258823615,823,70983,0.008888357153021656,BENIGN
0.01026358768201508,0.270478768048102,645,71498,0.004996029578081722,BENIGN
0.037591034490901155,21.419172808904612,520,40553,0.026876933174769052,BENIGN
0.01986395181715568,0.3684111183367333,762,36876,0.004936460119661415,BENIGN
0.07860368913553926,13.381249725787477,254,27566,0.09534389436890352,BENIGN
0.0005234382222451216,0.01377726496271847,104,2618,1.737097872465774e-06,BENIGN
0.0005487385140427075,0.01720550552119748,104,2739,1.9998328384113597e-06,BENIGN
0.0321806736818374,0.7346461309658621,360,13305,0.013835092659698898,BENIGN
0.12293487626477495,1.304148175532848,491,25903,0.19092003640404548,BENIGN
0.3860382698601871,3.9373160102113833,111,991,0.399493733517591,BENIGN
0.31346201130112616,2.2157890715113804,329,90011,0.21231462400027631,BENIGN
0.2413388283094404,13.908825574407913,243,21762,0.31439171147618605,BENIGN
0.08224066713324893,6.3873875018919195,1468,169383,0.1044564013740804,BENIGN
0.09663839004324354,22.493967467943673,364,31676,0.10972106776624747,BENIGN
0.08540700405241866,0.5792233514345979,218,3862,0.049974374140820434,BENIGN
0.05666754011852681,5.008711731316775,501,19478,0.025974093050841328,BENIGN
0.048385511505176435,0.3963554062673513,534,22130,0.017113316847805867,BENIGN
0.09518170885708077,0.5326302896991606,806,40597,0.045055105565875275,BENIGN
0.03143651059352332,0.47139281257801435,392,26012,0.008722805918658027,BENIGN
0.015128398996540582,0.6928003706902601,2285,38283,0.008424435382469187,BENIGN
0.09509017182810352,2.3437373593987827,1947,52193,0.1334004585468975,BENIGN
0.008133415368595012,0.15286636556801264,210,4094,0.00010695903690505985,BENIGN
0.0030786407238897447,0.04160103223786975,5936,64144,5.9597945474114546e-05,BENIGN
0.04471692297003523,2.5003338434898796,1157,27242,0.0798384572856632,BENIGN
0.10709616652514581,0.868817356052829,370,8973,0.049624507335620106,BENIGN
0.02311743381074888,0.12677164952973705,807,43409,0.009415954965046044,BENIGN
0.005927743081185238,0.1107092036133413,590,18888,8.539225137050689e-05,BENIGN
0.009407295108340746,0.17787212515293455,250,5012,0.00012883001392757014,BENIGN
0.008622290568446536,0.16328564753758265,250,5428,0.00012192888379282826,BENIGN
0.013588815117637236,0.2444852293459779,236,4910,0.00010171124022202878,BENIGN
0.012063541100779037,0.21639982963523066,244,5206,0.0001207868093772563,BENIGN
0.011794323756056317,0.2178886231245101,234,5068,0.00011374471846544835,BENIGN
0.01238689768884786,0.24354340749154177,224,4890,0.00011129869029976591,BENIGN
0.004491602676027836,0.04895640589657892,956,18624,0.00014086641888906912,BENIGN
0.11681513308891855,15.856213581594375,639,83819,0.1639648536418413,BENIGN
0.0005180759085542753,0.012339197098056857,102,2523,1.6895757913494448e-06,BENIGN
2.1894700369340787e-05,0.0005113126273498881,102,2470,3.8297948383976156e-10,BENIGN
0.00013436562315953627,0.0030866914958604546,100,2540,4.1779876522785447e-07,BENIGN
0.05762610388069622,1.5872994573014705,330,19845,0.025667240548868125,BENIGN
0.1441553634049864,1.6128693384553117,531,43822,0.08567639375433676,BENIGN
0.14261866614248478,1.1007272988167318,334,28093,0.16662904035675855,BENIGN
0.022465171046583896,0.28737160674838264,762,21872,0.008735374687088258,BENIGN
0.24018641388502682,21.95820247188749,298,25297,0.26775448774602456,BENIGN
0.10366034473545616,0.45678162121628074,306,6695,0.04904314519948145,BENIGN
0.057500962474381294,21.541558030488567,526,34538,0.03374122977821371,BENIGN
0.017343848671176013,0.26612275121715123,854,32862,0.008933498947084548,BENIGN
0.005366139313125874,0.08995824002413101,200,3480,9.46525850800156e-05,BENIGN
0.0659664823420023,2.1746893008129753,2894,48143,0.03580586750036326,BENIGN
0.000994800040295274,0.024075662265265453,104,2546,3.4477911067988046e-06,BENIGN
0.22050331618439856,43.3639995456874,684,41621,0.4271402361379897,BENIGN
0.011910067049718894,0.12613598464321377,396,34982,0.00021819971223724935,BENIGN
0.038342780272549365,0.8010794085983329,977,35235,0.02054365714761012,BENIGN
0.06621642813391042,0.2965904464273097,3099,80643,0.09138690013584838,BENIGN
0.011020154001722944,0.6416030976477772,4750,37661,0.004997231814383164,BENIGN
0.04366759857439962,0.11593398635036525,336,14077,0.016837546464630895,BENIGN
0.13565380671381033,42.565471072434356,1933,75795,0.1151973281837638,BENIGN
0.05585691160925203,0.6446918868508378,385,24126,0.07882531416096057,BENIGN
0.022738376957039494,0.9085058127089569,321,37092,0.008864703418714264,BENIGN
0.12531167339521282,21.66232270312207,594,33413,0.17334554778580272,BENIGN
0.20054074605573718,2.6763583155306616,306,5926,0.20025761142428541,BENIGN
0.0006940214472924681,0.0029651965391734258,1260,29205,7.149188083517105e-06,BENIGN
0.0026670991499487457,0.04729692926128423,6624,77131,5.7598574352576404e-05,BENIGN
0.004459336275348821,0.08495930566238101,204,3752,4.712519632375832e-05,BENIGN
0.0019476572863675174,0.010039023538747438,388,21493,4.462178925785621e-05,BENIGN
0.004522902483491558,0.0005535550517199538,225,12222,2.449903949789947e-05,BENIGN
0.0026510453982749064,0.0006442754321805712,446,24574,1.807230511096785e-05,BENIGN
0.008547905401467727,0.16463743218524673,639,19946,0.0001238785815556362,BENIGN
0.007319828134847998,0.1790769513220274,250,6688,9.497769178658016e-05,BENIGN
0.0033095506562655303,0.033172496169574656,880,33318,6.083901046852488e-05,BENIGN
0.00036774507958403033,0.003087112996516785,1684,64546,5.011122356783019e-06,BENIGN
0.001242294038489513,0.014289791004557224,1131,32793,2.5555583699339898e-05,BENIGN
0.01058500382078184,0.2045726033090722,234,4826,9.250129795715373e-05,BENIGN
0.014502486184102683,0.29438688605380886,228,5002,0.0001949884647476179,BENIGN
0.008876225860302253,0.1804762913100825,244,5242,0.00010295014800289169,BENIGN
0.03284769746363509,0.3909202187469992,2749,75542,0.024463506980138376,BENIGN
0.003653669265342818,0.022838771107436293,870,28779,0.00011444854302158317,BENIGN
0.04423148301286611,12.437451377447173,4799,86216,0.07974989326351699,BENIGN
0.012146437840597702,0.6008249003376246,163,5440,0.006976683499552565,BENIGN
0.00016455214940386723,0.0035917596330943312,102,2356,5.123791499271997e-07,BENIGN
0.00012566337623711393,0.0033375026877502357,104,2753,3.573405189195174e-07,BENIGN
0.00011441030644478312,0.002801689444565509,100,2492,2.210563498930366e-07,BENIGN
0.1627369182910748,3.969346715076737,564,35935,0.19051706920574807,BENIGN
0.1346245180506042,3.404147714349404,143,3764,0.043872169803263514,BENIGN
0.10950584258076983,17.82616885368576,287,29743,0.10166044064943083,BENIGN
0.05313719472171148,1.32653036773228,332,13778,0.0219244205413845,BENIGN
0.156272166412181,2.4476298134365093,324,2811,0.13995777787077074,BENIGN
0.0007316902784785331,0.0014948919105424302,928,124652,9.022432449079145e-06,BENIGN
0.028124300569744375,0.8789212053602675,197,3518,0.0073316117126813974,BENIGN
0.01810002571507622,0.2942568176945777,200,3254,3.896965098674279e-05,BENIGN
0.01689291465218157,0.27459678929779663,200,3254,3.3320048724738694e-05,BENIGN
0.019151408532450665,0.3124095116205383,200,3250,2.45374428199039e-05,BENIGN
0.01965914736439936,0.32181934002249774,200,3280,1.8018075169979913e-05,BENIGN
0.014723910004985638,0.24786752473210605,200,3430,5.9924271676239527e-05,BENIGN
0.009562926668212951,0.14179679893053354,522,23493,7.197332451838055e-05,BENIGN
0.004900929662949697,0.0006795875048382535,233,15278,3.917964255092832e-05,BENIGN
0.0030861421079817273,0.008067561175743608,235,12883,1.8113729837907938e-05,BENIGN
0.14323340475474544,13.239443924650727,674,48907,0.23312978224426267,BENIGN
0.0002236277153358864,0.006342098410138997,106,2851,8.882885778860868e-07,BENIGN
